GeneID	285_D2	285_D5	285_D14	BM45_D2	BM45_D5	BM45_D14	DV10_D2	DV10_D5	DV10_D14	EC1118_D2	EC1118_D5	EC1118_D14	VIN13_D2	VIN13_D5	VIN13_D14	
SPAC644.18c	0.592231	3.634853	1.843452	3.698968	0.717820	0.782617	1.096987	3.397321	3.924440	1.097044	5.299045	3.290141	4.495740	3.264657	6.485417	
SPAC652.01	5.255473	1.187698	2.070815	5.281017	5.150518	2.914270	4.099167	1.950240	3.311510	4.113459	3.559939	5.112426	3.279769	6.015477	5.847160	
SPAC664.01c	1.564498	0.438118	3.336406	0.991792	1.945999	2.247792	1.004947	2.987610	0.436013	1.693025	1.675146	0.504057	0.277954	4.435347	4.453202	
SPAC664.02c	2.673637	1.982473	10.737980	5.650317	4.925389	3.024655	4.837297	3.585763	13.121600	9.223323	3.614743	7.386210	7.140733	6.425543	1.558690	
SPAC664.03	1.672864	0.372686	4.227874	1.445336	1.300709	0.979702	3.859710	0.517714	1.063159	2.139373	1.955542	1.904313	1.880045	0.553503	2.632520	
SPAC664.04c	1.914718	1.569333	0.908968	7.062400	6.795038	3.113176	4.460163	8.356927	5.173890	2.603623	3.724077	1.837315	2.174680	1.389719	1.504965	
SPAC664.05	6.966723	10.304487	15.064110	11.851393	4.355207	17.558150	19.556367	23.542900	19.024267	13.623023	9.226683	21.159367	23.647133	16.192090	14.108450	
SPAC664.06	2.559301	2.318317	4.322190	0.743951	3.683306	1.311505	0.550207	3.751907	1.795693	4.304740	3.825764	2.583797	1.404605	5.664633	8.438063	
SPAC664.07c	3.649201	2.977417	4.595150	6.470117	3.431280	9.563630	4.137987	5.465237	1.701621	4.863160	4.085726	4.975733	2.162893	2.807254	5.060612	
SPAC664.08c	0.895573	3.620517	0.277802	1.063265	1.471519	0.434690	1.493114	3.292987	2.945834	1.343741	0.680621	2.576847	2.582793	2.315812	0.419272	
SPAC664.09	6.176897	7.079537	10.678300	6.906210	7.477003	9.613085	6.317713	11.823753	7.168330	7.717543	8.777757	9.161250	8.552810	10.954067	6.201657	
SPAC664.10	1.398297	2.156353	1.694500	1.415621	2.322390	0.829632	4.712787	3.701794	1.559442	0.721067	2.868647	0.674086	1.885111	1.019373	0.512864	
SPAC664.11	4.008897	5.965250	2.258611	7.304107	4.887487	5.375520	3.273550	3.595320	5.452180	9.269450	3.896544	4.198588	4.717047	4.828657	4.079597	
SPAC664.12c	0.387306	1.607713	1.017943	1.644766	3.723879	0.288006	2.581056	1.229685	2.995689	2.545267	4.271526	4.111235	2.552841	4.209887	3.348585	
SPAC664.13	3.066383	0.505708	2.400419	5.359420	2.332750	2.184463	3.372712	2.430733	2.483963	0.426101	0.737493	0.678310	1.715599	1.023914	2.131299	
SPAC664.14	4.108296	3.152407	1.684875	8.225803	8.320092	2.474030	3.775067	7.480440	2.847677	8.657217	1.239313	7.335253	3.248737	4.742420	4.434553	
SPAC664.15	3.316872	3.597240	5.665384	5.767837	2.953878	7.201975	2.106179	6.506873	7.124804	2.693215	5.203217	5.339963	4.264407	6.417667	2.769481	
SPAC683.02c	3.248226	0.477656	0.588921	1.348062	0.964309	4.872020	0.694101	9.753880	3.461810	3.969546	0.970423	6.225640	0.586722	4.089453	4.381897	
SPAC683.03	2.286227	0.249008	2.521335	1.611000	1.167721	4.419945	2.025321	1.863599	1.627248	4.784285	1.305694	2.362720	1.074269	2.464747	2.272072	
SPAC688.02c	1.156988	2.235112	0.726180	3.507016	1.879382	0.856753	2.115390	5.072246	2.263260	0.891055	2.813527	1.521790	2.844913	3.839030	0.715657	
SPAC688.03c	1.600386	0.551836	1.015220	2.451407	3.516497	3.866675	2.718495	3.538087	2.782607	1.949495	1.954192	3.784143	1.289476	1.819867	6.914816	
SPAC688.04c	2.019190	1.205967	1.023645	4.657527	4.219183	7.701485	1.539023	8.599693	3.955331	5.090244	5.145613	4.088247	3.510937	5.849407	6.571652	
SPAC688.06c	0.984404	1.111600	3.750875	1.987436	1.471506	3.510213	0.685554	4.584637	2.520707	3.523608	0.716698	4.429287	2.882363	1.013367	2.290968	
SPAC688.07c	1.016417	1.847581	0.900398	0.528950	0.610467	2.769251	0.743545	1.153226	0.297843	2.640558	0.659726	0.317857	1.205010	2.266838	3.480773	
SPAC688.08	0.347305	0.873445	3.607145	1.687163	1.361856	0.648456	0.720898	3.723683	3.380890	3.378247	2.699328	3.870351	0.515372	3.394790	1.307429	
SPAC688.09	0.620530	1.483937	0.965269	1.956952	5.864142	1.552215	1.699213	0.916573	3.847762	2.969405	4.805101	5.783897	1.379714	1.630129	1.350508	
SPAC688.10	3.227967	3.914433	1.780111	4.862756	4.344760	2.337797	4.378510	7.339627	2.615059	5.727637	6.881717	5.707353	2.082573	2.924418	8.208467	
SPAC688.11	1.025520	1.620472	5.836080	3.412200	0.791813	5.935000	1.627206	1.434219	1.326968	0.962663	1.962841	4.303960	1.049376	2.041218	2.339650	
SPAC688.12c	2.329062	3.514637	7.507040	3.023710	3.131187	9.692359	3.630180	6.329027	7.109713	2.113500	1.419445	6.937207	3.887500	2.624656	4.495563	
SPAC688.13	6.118367	1.933935	1.001248	3.080843	3.919019	5.386625	0.950135	1.101961	0.708694	0.935416	1.940408	3.903802	1.544507	0.734437	4.707433	
SPAC688.14	1.838748	0.869130	4.089798	0.496334	1.278633	5.323225	1.230425	5.083176	0.461937	3.236802	0.728467	2.331527	1.362234	2.640073	0.530211	
SPAC694.02	1.488636	0.292259	0.607345	3.281485	1.256488	0.751106	1.344858	0.714215	1.931096	2.382442	3.197507	0.232555	0.261318	1.662055	2.012395	
SPAC694.03	3.392380	0.443021	4.187560	2.576424	3.117760	7.429790	3.593253	6.298110	2.470855	1.917825	1.586790	3.346771	0.677676	2.919341	4.213422	
SPAC694.04c	5.925527	2.197090	2.088470	2.719857	2.730783	7.611250	0.625437	1.295697	6.021890	0.868315	1.580714	4.410117	2.284931	2.663867	3.194509	
SPAC694.05c	6.656710	2.245220	3.185321	8.907467	5.388673	4.247180	4.486517	8.990047	2.816472	8.475290	7.720837	3.709319	4.480604	5.529440	3.520173	
SPAC694.06c	3.779040	0.568150	0.506310	3.047404	3.068520	4.546235	0.420990	3.886077	2.669377	3.388276	3.274533	0.430286	0.914735	2.414851	1.654214	
SPAC6B12.02c	2.371832	3.787610	0.298124	1.091124	5.901230	6.041380	2.288390	6.295029	4.531380	2.338848	1.611049	4.825420	0.514233	4.127803	4.972009	
SPAC6B12.03c	0.491364	0.423014	1.652008	1.611473	0.712936	4.331990	0.981072	3.172426	0.938099	2.278236	0.460940	1.437012	0.581244	0.751152	0.532560	
SPAC6B12.04c	1.238171	3.448327	2.366575	5.064431	2.760913	2.967495	4.779610	7.092563	4.814343	1.971178	3.914312	2.011079	1.409534	2.583420	7.910120	
SPAC6B12.05c	6.026363	3.210633	6.835595	6.957133	5.765397	9.628545	6.300850	10.344277	5.059086	5.224323	7.609543	8.790597	6.040013	6.668183	1.699903	
SPAC6B12.06c	0.242689	2.029723	0.305105	1.030785	1.348812	0.215904	0.845574	0.511100	0.257801	0.400945	0.940192	0.473550	0.348752	1.282909	2.565933	
SPAC6B12.07c	5.209247	6.119133	5.225260	7.955217	5.640463	7.494675	3.894343	11.217537	8.688383	8.850057	7.366837	6.194693	4.270593	6.618817	10.933033	
SPAC6B12.08	2.255952	0.665135	4.743175	6.373407	0.970118	1.528369	5.467497	5.721200	2.287873	2.753459	1.543650	1.669194	2.252163	3.102511	2.924080	
SPAC6B12.09	0.870915	0.154291	2.766333	0.976657	3.001957	7.020595	1.106234	4.456614	0.742632	4.341933	1.101335	3.824872	0.891066	2.267248	2.390838	
SPAC6B12.10c	0.592844	3.221577	4.436565	4.367067	2.968333	6.391565	2.794283	2.319210	3.371933	7.177810	1.617614	5.802240	3.429971	5.604247	4.105290	
SPAC6B12.11	1.205054	0.306516	1.358670	0.995091	0.547865	0.488345	0.601623	0.929410	1.065299	1.020030	1.965119	0.571063	0.606825	0.360623	0.737592	
SPAC6B12.12	0.682853	0.391708	0.551690	1.023596	0.848302	1.864688	1.273216	0.572977	0.558031	2.988677	0.931061	3.561828	0.453166	0.343313	1.797210	
SPAC6B12.13	1.458822	0.574806	0.915016	0.946082	0.328341	2.689725	2.379031	5.595450	0.304639	0.924503	0.615495	1.231876	0.411905	0.176049	4.073654	
SPAC6B12.14c	2.106757	3.765658	4.564730	3.203256	5.875397	4.233029	1.654323	3.173833	1.832120	2.081355	3.383101	0.710032	1.542502	4.399107	3.029865	
SPAC6B12.15	3.270137	1.212593	2.860550	7.090760	9.411967	7.548795	3.127700	5.731283	6.569677	4.217270	2.918911	4.733323	4.942119	5.931297	8.243487	
SPAC6B12.16	3.090652	2.568340	2.380198	2.087295	2.719310	4.875252	3.406487	6.376833	6.192037	1.833907	1.949192	3.533620	1.946481	4.673832	3.340776	
SPAC6C3.02c	4.334330	3.331317	7.022330	3.198603	6.054893	11.077950	6.378500	5.922743	2.105163	7.856720	4.495279	3.277371	8.645567	4.483503	8.031084	
SPAC6C3.03c	1.381561	2.372325	1.400994	4.490923	0.662807	4.007268	0.458126	1.733577	2.150804	3.305305	1.825103	2.349641	2.310690	2.252434	5.676050	
SPAC6C3.04	7.112873	3.975654	9.035190	12.114433	7.103087	11.980200	6.272117	9.714017	5.730530	9.520667	4.219737	1.892885	8.581400	6.744387	2.875826	
SPAC6C3.05	0.893310	2.354919	3.103735	1.970712	3.191630	5.801055	0.508379	2.731097	2.855994	0.513808	1.939581	1.868182	0.778287	4.314147	4.943836	
SPAC6C3.06c	4.550571	3.165980	6.226050	2.761303	4.526553	2.664260	2.207277	3.280251	5.226327	4.744067	2.434907	7.928449	5.204300	1.693923	5.650707	
SPAC6C3.07	2.965347	2.693853	4.666000	2.824636	3.700253	10.368835	4.508027	7.227643	2.422820	5.753890	3.304950	3.714923	3.689910	6.274883	5.890748	
SPAC6C3.08	1.281696	1.003787	1.534675	0.997056	4.655467	1.613112	4.179330	6.274805	2.258302	3.611367	4.377220	4.374583	0.809830	2.600533	1.427090	
SPAC6C3.09	2.547250	2.051729	1.909574	3.923560	3.647904	1.759745	1.621066	5.204333	6.788757	1.059583	1.719427	1.011905	1.973275	1.674246	2.324261	
SPAC6F12.02	2.576981	2.361436	1.534490	1.652550	1.006229	1.295292	2.432663	3.452540	0.779226	2.564849	1.599728	4.609283	1.686255	0.633377	3.122362	
SPAC6F12.03c	0.472069	2.756770	1.593483	2.494696	3.277102	5.255810	2.150981	4.117391	1.174875	3.303387	1.385200	2.803289	2.878080	2.346778	2.918887	
SPAC6F12.04	4.372133	2.762873	7.754890	5.535790	2.551021	2.528685	7.733663	5.353897	7.989327	3.755927	1.059293	3.139627	2.645543	1.404644	2.931682	
SPAC6F12.05c	6.687260	2.365386	4.619230	2.268740	4.293623	10.528355	2.068405	6.234293	9.775627	7.005427	4.835090	6.178957	6.281030	6.344543	2.652003	
SPAC6F12.06	1.731734	1.320149	1.127072	3.289863	3.642447	3.804720	6.668393	6.936687	3.097162	5.763276	3.856943	1.798811	5.958870	3.425132	4.887947	
SPAC6F12.07	1.670606	3.801753	3.879907	4.607160	5.830053	10.865280	7.144390	4.495382	4.496987	4.479687	4.913947	5.873640	3.441463	6.831680	4.462603	
SPAC6F12.08c	0.715888	0.965971	4.991050	4.550434	1.185640	0.547067	2.522431	4.289658	2.110336	2.788965	0.991866	1.302269	1.708992	0.737080	0.389502	
SPAC6F12.09	3.719978	1.648241	0.457546	1.821936	3.613047	3.951235	0.228980	4.121102	0.538544	3.176530	2.545920	2.040704	0.537207	1.378519	3.042105	
SPAC6F12.10c	5.131393	1.364833	2.723675	5.017060	2.245643	2.874620	3.016389	4.569593	4.321444	5.553988	1.024902	6.617389	3.573230	1.548103	9.644977	
SPAC6F12.11c	0.736409	0.547007	0.280432	2.055980	3.311383	2.110533	0.528570	1.822952	2.373347	1.578795	0.464281	0.399250	0.585313	0.388532	1.420117	
SPAC6F12.12	2.011120	0.655813	1.692544	0.345003	1.463820	7.885889	1.141983	1.675977	2.036966	0.452339	3.371522	2.594223	0.470874	1.265795	1.475468	
SPAC6F12.13c	2.411419	2.043632	0.302057	0.832144	3.926439	1.099850	1.260310	1.544983	3.803836	2.056424	0.811666	1.052838	4.039057	1.041646	1.981600	
SPAC6F12.14	0.156332	0.723320	3.486795	1.052009	2.371246	1.765659	0.289568	2.952923	2.283909	0.508370	0.275613	5.612530	1.185079	0.224394	1.442779	
SPAC6F12.15c	2.583397	0.671493	2.196311	5.206136	5.983803	1.553095	1.203159	1.677913	0.576681	4.243071	1.622041	1.125020	4.007063	0.733250	0.887117	
SPAC6F12.16c	3.148207	0.541450	3.877878	3.083390	2.062551	0.569454	1.040784	3.587307	0.565900	1.968206	3.416065	2.306325	2.497042	0.656327	2.269117	
SPAC6F12.17	2.264973	0.907504	0.784692	1.299719	6.365150	1.919360	0.760932	2.674417	0.938857	6.610153	2.316499	0.819281	0.673606	6.018820	1.405548	
SPAC6F6.01	0.344356	1.889491	0.583656	2.569140	3.600784	0.855421	3.853037	5.289240	2.941756	5.744050	1.519994	5.271800	0.843787	1.932750	3.861503	
SPAC6F6.02c	6.001490	4.829917	12.064510	3.133751	2.633671	12.507450	5.966197	6.991407	11.057203	9.236480	5.637492	5.054902	8.665027	8.129470	4.772713	
SPAC6F6.03c	0.473994	1.014317	1.772215	1.431507	1.399845	2.503260	1.926193	2.699717	4.804387	4.764298	2.699715	5.098210	0.471006	3.388446	0.979371	
SPAC6F6.04c	2.440053	2.396019	2.240925	4.182160	9.932660	5.629785	2.072333	8.909233	4.456587	7.597250	6.884000	5.465467	2.593299	7.939827	6.119347	
SPAC6F6.05	2.145120	1.086112	1.086259	4.272883	4.594517	5.603870	5.017173	7.926080	5.751671	3.958017	3.151153	6.489160	1.891585	2.295327	5.762033	
SPAC6F6.06c	2.984207	1.841753	2.362202	1.391801	2.428899	7.306445	3.831327	1.944003	1.945089	4.776373	0.728814	9.185157	0.879647	2.279823	3.030509	
SPAC6F6.07c	2.452915	1.121451	3.506878	5.083960	1.652713	4.366534	4.005063	1.098972	0.741094	8.485315	5.331927	3.291110	4.427370	4.042927	4.034640	
SPAC6F6.08c	1.883976	1.931343	0.945160	3.375820	1.506133	9.445200	0.547129	0.723128	0.678343	2.221975	1.064202	1.349282	0.821263	1.423734	1.638428	
SPAC6F6.09	0.260515	1.149803	3.811357	2.335409	2.642397	4.413501	0.729103	1.886831	0.638328	0.432289	2.024714	5.709367	0.528937	0.619181	1.608802	
SPAC6F6.10c	1.438436	1.883670	5.371195	3.029730	2.177845	4.758025	1.879827	3.127897	1.963039	3.671063	3.930680	2.312942	0.468044	5.285223	2.698712	
SPAC6F6.11c	2.471501	0.451583	5.769870	4.382610	2.737006	1.737980	3.127833	0.466604	1.249276	1.784263	2.399447	4.869720	1.707147	2.815910	3.830176	
SPAC6F6.12	0.127060	0.168084	2.148718	0.420965	0.528476	0.553676	0.209504	2.038118	0.689543	0.237720	0.203298	0.402877	0.170914	0.201332	2.645557	
SPAC6F6.13c	1.697347	1.763166	5.199660	1.942813	2.260299	3.688815	1.374883	3.654664	2.785536	4.231626	1.524437	3.774214	1.794120	1.406322	4.011686	
SPAC6F6.15	1.420455	0.738716	1.514305	6.523027	1.538271	2.443445	0.634050	0.713795	2.723017	0.918246	0.302172	7.155203	2.697103	1.875852	3.392479	
SPAC6F6.16c	1.330734	4.512507	3.826205	2.100240	3.235877	4.358490	8.154180	2.771350	9.183803	10.769163	1.792059	7.698160	6.662953	4.464850	6.316159	
SPAC6F6.17	2.016839	2.584170	6.354620	4.069012	4.428740	0.887307	1.642711	4.358190	3.795920	4.178579	1.962763	4.578963	0.869274	2.597530	6.887026	
SPAC6F6.18c	1.213793	0.696235	1.290680	2.839481	0.683067	3.606368	2.843141	3.997985	4.923520	2.841973	3.039894	4.747383	4.491033	3.169362	8.371517	
SPAC6G10.02c	0.950280	1.850219	2.393455	1.895738	4.388642	7.620805	2.745672	1.011666	1.134036	4.948267	0.503509	3.641870	0.911047	2.192270	5.837201	
SPAC6G10.03c	0.679878	2.197080	2.222373	6.102187	6.177610	3.582190	3.804425	4.073850	5.042793	2.668080	5.795810	7.792523	3.474133	5.333694	1.080509	
SPAC6G10.04c	4.804638	2.647383	10.702225	0.698991	5.607197	10.870695	3.927858	3.181687	3.648302	3.340531	1.161213	7.017695	0.938519	3.299833	6.040860	
SPAC6G10.05c	1.480288	0.264378	0.554076	3.398548	2.747902	0.704496	1.293211	5.493373	5.288900	2.305206	2.581125	2.205874	0.898346	1.390996	6.184997	
SPAC6G10.06	1.033445	0.984621	1.255825	6.593247	1.734123	1.645772	3.160231	2.962245	1.196582	1.825173	4.618857	3.903740	4.431920	4.175879	1.324700	
SPAC6G10.07	0.462460	1.485850	0.335608	0.327452	1.873645	0.631216	3.079321	2.920096	1.840942	0.408156	2.645680	0.989243	1.588441	1.062201	2.059696	
SPAC6G10.08	5.619849	1.096594	1.048845	3.179100	4.924570	7.997073	5.522090	3.822667	4.886373	7.138170	4.964993	5.015243	2.987518	2.462550	8.901763	
SPAC6G10.09	2.591754	5.488697	8.660935	8.241220	9.421657	6.476090	7.786397	8.908967	4.785542	4.106483	7.151233	7.501177	3.404640	8.966190	4.661037	
SPAC6G10.10c	5.152890	3.243137	5.103275	8.482247	5.421153	6.345210	2.260413	2.804693	4.632603	6.894313	6.705053	3.070488	7.596920	4.565786	3.465077	
SPAC6G10.11c	4.159303	1.793074	0.849558	4.176574	4.148913	6.507825	6.089163	3.495740	4.672568	5.185188	3.400063	5.363813	1.721777	3.395793	0.623721	
SPAC6G10.12c	0.559004	0.461844	0.415060	0.226553	0.584004	0.735394	1.364494	3.424586	2.254332	0.541193	0.954750	1.988967	0.638937	1.356890	1.088859	
SPAC6G9.01c	0.742368	0.801631	0.572775	3.659720	1.051061	1.255504	0.507692	5.084723	3.646876	3.059743	0.599301	1.001098	2.188664	0.513852	5.661643	
SPAC6G9.02c	1.048102	3.247186	5.318730	0.852863	1.322380	1.551827	0.555164	1.484299	2.131807	3.118499	2.338700	4.421780	1.856122	2.064793	0.818411	
SPAC6G9.03c	0.456408	0.488636	0.576471	1.549527	1.279222	4.753501	1.875469	0.671941	1.324415	4.470525	1.681569	0.777431	0.532656	2.157522	2.422822	
SPAC6G9.04	6.852887	2.406137	4.104075	7.219394	7.850140	1.443125	4.016796	8.597330	7.472205	6.264073	3.241780	4.680741	6.247120	5.772200	4.719960	
SPAC6G9.05	2.477042	1.455560	1.401832	1.082982	2.539463	0.417751	0.569670	4.114087	2.468052	2.231452	2.570312	3.800713	2.443837	0.742797	0.437584	
SPAC6G9.06c	1.423400	0.137215	1.648614	2.119943	0.382704	4.307140	1.439293	1.085780	1.690220	2.368854	0.331509	1.328703	0.690624	2.449994	0.556579	
SPAC6G9.07c	5.940990	0.495381	3.555100	2.246292	1.289807	0.484150	2.252981	8.135270	4.109563	2.021931	3.070770	3.395850	5.528703	1.198561	4.640695	
SPAC6G9.08	0.797885	0.297361	1.140918	1.469519	0.624489	1.291874	0.470408	4.297004	3.716945	1.588662	0.625747	1.133987	1.024811	1.021191	1.631435	
SPAC6G9.09c	1.862370	2.849853	4.151855	2.356293	3.457483	7.844375	2.821535	10.282213	4.422369	4.423323	4.141993	2.251007	3.094841	2.864217	4.371603	
SPAC6G9.10c	0.957483	1.520100	0.409614	0.547017	1.751787	1.688292	1.728273	1.437350	2.480957	1.448747	0.179551	1.194025	0.382915	0.839089	1.042702	
SPAC6G9.11	1.904523	3.720790	0.275314	3.046107	1.196271	3.932020	1.128208	0.574993	0.837768	3.618982	3.709530	5.943990	3.263097	3.033790	4.999072	
SPAC6G9.12	1.406611	1.114246	5.557574	2.996547	2.298850	3.170024	1.147295	0.669186	4.302919	3.261947	1.939548	3.882597	2.672815	1.833503	1.490012	
SPAC6G9.13c	0.653176	1.730520	1.708713	0.555549	0.591944	0.340579	0.951016	1.975214	2.132164	0.171055	1.015011	4.010393	0.810077	0.937804	2.403583	
SPAC6G9.14	10.862033	7.977237	7.661195	4.172483	7.501813	18.133050	8.339177	14.892833	13.010233	14.946033	8.281377	12.197000	5.083507	8.733767	6.348270	
SPAC6G9.15c	5.234523	4.891443	15.157500	13.872310	5.897790	4.179665	4.768231	13.434073	11.516367	4.927417	7.561513	7.060193	8.494750	7.568490	9.594940	
SPAC6G9.16c	1.393656	2.040686	0.418132	2.033350	1.325715	2.876807	1.016857	1.450002	0.412553	1.914646	0.402499	2.158987	0.426504	0.913987	2.357279	
SPAC732.01	3.179887	3.811051	9.324335	8.908270	5.705803	3.465815	6.566987	8.510580	5.481103	6.242247	9.250447	7.580433	6.657969	9.427923	4.983070	
SPAC732.02c	2.112680	2.012763	5.174685	3.843806	1.805300	6.202738	3.154908	8.056643	5.621063	1.697493	4.217657	4.870810	3.885500	3.975768	1.208678	
SPAC750.01	1.068534	0.171798	3.177500	3.298560	0.239318	3.393261	1.620946	2.055243	0.330172	2.321414	2.993609	1.111646	0.467958	0.611461	3.371273	
SPAC750.04c	0.752799	1.907326	1.602724	1.587371	2.188443	0.565007	2.031647	1.096938	3.257716	1.487088	1.601727	2.275364	0.358969	2.188948	0.690269	
SPAC750.05c	2.037337	1.748699	2.402140	4.148880	2.412879	2.763260	5.648283	3.731921	1.491963	3.042300	3.934828	6.265583	4.787460	2.045182	0.720253	
SPAC750.07c	1.960033	0.589166	1.820800	5.684750	2.488551	3.765539	0.816996	3.495867	1.294191	3.779090	2.425733	4.882184	2.100803	1.442500	3.209130	
SPAC767.01c	2.700612	3.181003	5.145065	2.388470	6.782033	3.535370	2.437116	5.735817	0.762815	2.572995	5.132073	3.375507	3.452587	5.171906	3.332750	
SPAC7D4.02c	3.095050	2.569765	4.299971	6.723603	5.934620	7.853535	4.804970	6.555493	4.122023	6.665973	5.041140	6.399409	0.987532	5.678797	6.333837	
SPAC7D4.03c	3.464776	2.211771	0.703642	7.420500	1.555667	2.599663	1.791734	6.679097	6.027407	3.663960	4.454280	5.022118	3.975877	3.849775	3.419130	
SPAC7D4.04	0.908346	0.628803	0.450113	2.895588	2.745922	0.528880	0.589497	1.712042	1.557524	2.896027	0.519899	2.566264	0.964066	1.939730	1.423997	
SPAC7D4.05	3.151967	2.624576	6.179105	2.938305	1.603604	1.992565	3.419137	0.917642	4.719735	2.830531	1.429545	6.450802	1.764172	1.557524	2.420683	
SPAC7D4.06c	3.568750	2.594362	6.701395	2.114172	6.326813	10.931845	5.286427	6.196323	8.025010	6.446393	4.776347	7.484643	3.963933	4.600593	8.781610	
SPAC7D4.07c	2.168757	3.909303	6.042930	5.078470	6.998380	2.517615	0.518566	4.514252	7.883347	0.644286	7.050038	8.356023	2.314087	3.428927	1.569747	
SPAC7D4.08	1.757254	3.138820	3.209720	4.321755	0.741776	0.974865	1.016339	2.000175	2.401394	2.622629	2.320374	3.439847	1.400392	0.680571	0.474117	
SPAC7D4.09c	3.113124	0.825018	4.116640	0.858959	0.955127	1.339425	6.558227	3.351783	5.309590	2.723237	0.703823	4.068541	4.232943	1.534083	3.747703	
SPAC7D4.10	3.174511	3.623927	2.062015	1.205588	0.488405	6.310722	3.045821	3.424973	3.315720	5.027067	2.727093	1.671092	1.877004	1.897714	3.678317	
SPAC7D4.11c	2.942017	0.856247	1.071735	1.968388	1.121039	6.080030	1.120029	3.224214	3.095674	2.250323	0.992338	1.383147	1.478866	2.285024	6.404883	
SPAC7D4.12c	5.052550	0.288128	2.988546	4.987840	1.383720	4.973680	1.843537	4.309137	5.302568	9.631760	2.844875	4.781590	4.235950	4.168567	4.915188	
SPAC7D4.13c	3.072256	0.235473	0.352527	2.450257	3.983783	6.189478	1.302799	1.645264	2.485588	0.477687	0.678331	1.718624	2.062522	2.304287	3.000787	
SPAC7D4.14c	10.149033	16.117120	21.002500	7.978467	24.168627	29.683550	6.148317	17.553973	38.620467	13.122900	24.350467	29.104767	14.558790	25.792333	18.147533	
SPAC7D4.15c	1.377234	1.818342	1.163075	3.588358	1.032324	0.534043	3.511352	6.225113	1.046177	1.695580	3.769203	1.180615	2.236847	2.331553	1.039470	
SPAC806.02c	3.186799	0.538716	2.636185	4.623223	3.156732	4.258570	2.229114	10.605303	1.745694	3.383930	2.226017	3.815762	3.771907	0.437591	4.543829	
SPAC806.03c	5.186720	2.904788	8.444475	3.502425	5.784973	9.746045	3.178345	5.582672	7.839811	2.381950	7.436623	6.267087	3.619618	4.227860	2.323602	
