GeneID	285_D2	285_D5	285_D14	BM45_D2	BM45_D5	BM45_D14	DV10_D2	DV10_D5	DV10_D14	EC1118_D2	EC1118_D5	EC1118_D14	VIN13_D2	VIN13_D5	VIN13_D14	
SPAC4G9.09c	3.599000	1.415913	11.428805	3.273654	4.810377	3.152065	1.707845	7.841993	2.922041	2.630507	2.354791	6.294477	2.208340	2.429799	4.413817	
SPAC4G9.10	2.744795	2.284161	1.334882	3.172210	2.379068	7.091650	1.016719	4.839833	5.704880	2.892883	2.342570	8.031680	3.993616	5.561823	2.467290	
SPAC4G9.11c	1.084520	0.369526	2.731249	3.019185	0.968096	0.570493	0.283349	0.479300	0.449082	0.448565	0.512306	0.874064	2.958234	1.020006	0.928539	
SPAC4G9.12	4.205643	4.027219	8.164490	3.681820	4.785989	6.790335	2.643076	3.680200	5.449160	4.867693	5.970720	5.839867	2.130205	4.547410	4.032756	
SPAC4G9.13c	1.412381	0.627504	6.925650	3.633882	0.246255	2.656530	0.276402	2.405160	5.442940	0.960098	3.976727	1.984756	1.532195	1.069280	0.211952	
SPAC4G9.14	3.348110	2.515392	2.935155	2.642218	5.878210	4.952125	2.149271	8.016200	1.272129	6.776623	2.495521	7.439373	2.312390	2.733873	7.572613	
SPAC4G9.15	3.899698	2.600017	3.371045	0.411626	1.075744	3.786525	1.154470	4.594483	4.183559	3.670020	2.627161	3.964020	4.111613	1.918303	7.195517	
SPAC4G9.16c	2.469940	2.058546	1.793020	4.251976	3.246247	5.778440	1.619443	1.288927	6.521806	5.876503	3.297959	6.532427	3.229747	2.906111	6.038047	
SPAC4G9.17c	1.718431	0.446932	5.088645	5.137719	3.358727	4.228360	5.043610	1.774703	1.216259	5.653633	1.254850	6.640188	7.791773	1.629014	5.242724	
SPAC4G9.19	1.806024	0.364177	4.656645	2.954094	1.292570	9.653690	1.935275	4.643229	5.226063	5.642147	3.053512	5.418193	1.399733	1.252025	6.083070	
SPAC4G9.20c	0.441968	1.862125	5.506100	1.952342	1.334022	2.722396	2.461312	0.677552	0.671092	0.534707	0.278008	7.129290	0.285605	2.736084	4.775780	
SPAC4H3.01	4.060879	2.462574	4.892630	7.377893	1.540911	8.648790	3.779027	5.608867	4.731547	2.734193	5.187653	4.631392	4.570550	7.005617	9.791100	
SPAC4H3.02c	0.490547	2.287608	1.476132	3.972993	1.227821	1.222675	2.458440	6.724363	5.347577	7.058713	4.003544	9.163307	3.753305	4.279853	5.146807	
SPAC4H3.03c	3.183510	2.024917	0.712244	3.337251	2.853423	0.478931	3.395623	1.049687	1.111392	3.628032	5.216750	4.609117	4.007107	2.650478	3.949803	
SPAC4H3.04c	0.548545	0.363101	2.195120	0.937206	1.532193	3.782043	1.303887	1.350101	6.029923	0.638119	4.086243	3.973677	4.099877	3.670685	3.610392	
SPAC4H3.05	3.818643	2.196030	6.597675	6.446263	5.923077	6.569915	2.112458	11.378967	4.318383	6.516533	5.274440	3.148716	2.855745	4.844144	2.998320	
SPAC4H3.06	1.320732	0.138155	2.466454	2.201358	0.175349	2.463707	1.210774	2.282597	1.257547	0.160319	0.406276	0.707067	2.351090	0.323404	0.829659	
SPAC4H3.07c	7.249353	1.969396	3.868002	5.787590	6.753340	3.550224	2.122477	4.192474	2.235192	1.144534	3.580337	1.701853	3.684899	0.676450	1.888262	
SPAC4H3.08	2.783987	3.529420	3.484595	2.414388	4.447218	1.429800	3.057942	0.776970	1.187830	2.818975	3.772880	3.680524	0.742941	1.949865	6.425353	
SPAC4H3.09	3.102753	5.502750	4.463325	3.705210	7.783823	8.775415	2.776547	5.485807	4.847435	4.037597	4.106054	9.260793	6.662750	6.219704	7.385917	
SPAC4H3.10c	14.782300	5.650877	3.446205	20.322267	12.358433	8.433905	7.261590	16.204833	11.682107	20.000133	12.813660	5.329174	14.032137	14.425200	2.735630	
SPAC4H3.11c	0.314893	0.303925	0.778827	0.839413	0.181801	0.652263	0.351359	1.205184	0.427995	0.414026	0.284187	0.254491	0.338636	0.821563	0.387109	
SPAC4H3.12c	0.758473	0.411724	2.311586	0.220957	0.153827	2.504367	1.629620	3.097667	2.404652	0.282525	0.955867	0.568259	1.389388	0.320490	0.369680	
SPAC4H3.13	2.051813	1.601705	0.251045	1.197091	0.497825	2.996891	0.604002	7.716803	2.634941	2.526339	1.487678	1.733294	1.330498	2.920637	4.111224	
SPAC4H3.14c	2.087230	0.593194	2.873790	1.672639	3.096280	3.528862	2.173177	3.161587	0.772962	5.631397	1.785138	2.182269	1.471316	1.451938	1.034316	
SPAC513.01c	13.589033	5.347220	11.866300	15.087840	14.091237	13.607300	10.068307	17.748500	7.986353	17.286167	14.823733	12.397460	11.733353	12.945700	10.448883	
SPAC513.02	1.225286	0.656920	0.774575	0.701061	0.887389	3.836725	1.298843	4.310207	1.895379	0.585957	3.696372	1.090370	0.504635	1.097928	0.718067	
SPAC513.03	0.348491	0.234783	0.194434	0.710589	0.772608	0.355618	0.753588	0.700891	1.577805	1.140798	0.333348	4.529190	1.265169	0.235129	0.567236	
SPAC513.04	2.105556	0.337246	1.197275	3.216443	0.530764	0.344573	0.898948	2.131892	1.585603	2.159190	1.102977	0.620445	2.543357	0.667322	0.327156	
SPAC513.05	3.973843	3.084510	4.795700	4.712257	8.286913	4.735630	2.682578	10.674377	6.072590	3.961913	6.824617	5.626820	5.507320	4.500026	4.940105	
SPAC513.06c	1.719347	2.896487	10.516385	6.672850	3.845843	8.685425	3.789650	10.929793	4.640907	3.883460	6.359600	12.585973	3.218630	4.787440	8.864937	
SPAC513.07	3.627799	0.901294	0.780949	3.921353	2.188426	0.888796	0.990068	7.112287	1.363472	7.086687	2.945127	2.302602	0.837845	3.375027	1.513774	
SPAC521.02	0.936767	0.258064	3.298283	1.310486	0.477877	1.816068	0.370566	3.138290	0.440740	2.795985	0.389313	1.383942	1.897441	0.460266	4.398975	
SPAC521.03	2.777820	1.374333	1.912212	0.846882	0.369870	5.389145	1.640273	1.247156	2.317659	0.641961	0.625806	2.802891	1.993663	0.312053	6.094384	
SPAC521.04c	2.642190	0.376096	3.578946	3.909792	1.853928	1.863857	2.962783	6.555377	6.385470	7.215523	1.975241	4.490047	0.710935	3.590304	2.576804	
SPAC521.05	8.968687	6.434803	7.998090	9.519210	6.328797	6.102340	10.385473	6.781410	5.460977	15.363567	3.060473	5.990170	15.072167	9.723470	4.179510	
SPAC56E4.02c	2.777264	1.206045	1.285143	0.982642	5.702957	1.216315	0.845001	1.739765	3.398822	2.912042	2.604262	3.227324	2.068922	4.715355	4.045841	
SPAC56E4.03	2.219823	1.168824	4.150115	4.640477	3.714504	3.321039	1.076178	4.790377	10.198437	6.350435	1.020893	2.458180	3.356374	2.495670	5.402826	
SPAC56E4.04c	0.215465	0.160679	0.684538	1.781260	0.449658	2.106936	2.597443	1.756977	1.995416	0.815169	1.174406	0.943562	0.309041	1.306844	1.682464	
SPAC56E4.05	2.237336	0.453663	2.105425	4.631603	3.468501	1.096885	0.765809	1.270471	7.252899	3.067077	0.733550	3.114687	1.665531	2.443550	0.671513	
SPAC56E4.06c	2.436415	2.239256	1.689734	6.432000	4.119351	7.345130	4.079179	3.850277	5.124693	6.442880	3.868990	7.083437	3.071668	5.330180	1.442007	
SPAC56E4.07	2.357617	2.630472	3.225600	4.316677	2.575137	5.960386	1.268447	2.679796	1.323456	1.471441	0.936778	0.637511	0.808495	2.781925	3.529650	
SPAC56F8.02	3.442393	3.582577	1.586864	2.001383	2.348974	0.400708	0.806068	3.788433	0.941577	8.182913	0.562266	1.849560	4.469727	3.319312	2.294317	
SPAC56F8.03	2.373920	2.331675	0.759070	4.334313	3.144557	3.226105	2.838116	4.659310	7.524587	5.023381	5.895133	8.594243	1.902320	1.826306	4.965719	
SPAC56F8.04c	2.360543	2.053226	1.535840	6.311253	0.991559	9.601000	1.934813	2.099196	3.521746	4.011727	3.316827	3.353500	3.670017	3.590638	4.195677	
SPAC56F8.05c	4.730100	2.044653	2.327135	4.566852	6.904797	1.505605	4.246617	5.343719	3.393420	3.640717	3.105730	9.010090	4.659480	2.837097	6.464447	
SPAC56F8.06c	0.834547	3.448770	6.863390	2.292044	1.178047	12.741300	4.786513	5.983027	4.799658	3.848040	1.789748	7.805630	2.174208	2.326103	6.039847	
SPAC56F8.07	8.889040	3.584810	3.966226	7.378230	4.728495	3.524655	4.181569	5.285150	7.300747	9.515587	7.669920	6.338677	4.724678	5.497207	5.598947	
SPAC56F8.08	0.379892	0.171039	0.201296	0.695360	1.308091	8.738660	1.287567	3.771201	0.473602	0.900626	0.423637	1.343375	2.198988	0.943895	0.804071	
SPAC56F8.09	0.806631	4.078628	1.266875	2.342073	2.109101	4.170549	2.180393	1.550307	3.786927	1.056061	2.925540	2.948287	1.860054	2.038407	2.947810	
SPAC56F8.10	4.720413	2.475894	10.078885	6.181807	4.645387	5.622821	3.830103	3.461457	4.003323	2.142590	3.760430	10.378633	3.700370	2.573868	4.562003	
SPAC56F8.11	0.895055	2.043006	5.149975	4.750427	2.150640	4.861275	2.142620	2.388267	1.757987	0.546707	3.619710	3.395546	2.107916	2.501334	1.247818	
SPAC56F8.12	2.794943	2.336274	4.863190	4.283767	3.176293	1.933445	3.648110	5.104257	4.017560	4.127283	2.287274	2.783630	2.645321	5.092423	3.276491	
SPAC56F8.13	0.171695	1.050481	0.432906	3.112965	0.927190	0.636738	1.777305	1.845187	0.314976	0.604840	0.305361	2.291693	1.995915	0.460290	1.778055	
SPAC56F8.14c	0.940716	0.586846	0.183564	0.695429	0.478128	0.262311	1.205645	0.661864	4.003849	0.851431	0.246518	3.140803	0.337203	0.342593	2.338027	
SPAC56F8.15	1.570919	1.961468	1.167643	4.445400	3.989423	7.045700	4.321096	4.138867	4.265103	1.663373	3.115420	3.154413	3.047384	4.753683	5.098999	
SPAC56F8.16	2.729004	2.991114	6.451340	5.031567	3.594953	4.151845	3.104550	10.200857	7.735891	1.992780	2.989697	9.086800	2.950792	6.426540	4.864030	
SPAC57A10.02	5.119663	1.767014	2.288500	3.852307	3.920757	2.248455	0.474845	5.102006	7.964067	1.025004	3.406500	7.177637	1.475663	2.388085	3.856263	
SPAC57A10.03	3.352920	0.582231	4.545900	2.672490	1.678750	6.003585	5.150987	0.788546	4.985617	2.304382	3.212670	2.967293	2.258212	3.875987	4.724171	
SPAC57A10.04	1.941282	1.092707	0.232677	2.401522	4.906173	0.734596	4.429253	4.124618	1.209704	2.501119	1.903250	7.378397	0.432701	1.590149	3.911937	
SPAC57A10.05c	1.735754	1.509011	3.873385	3.519289	5.053363	5.548965	2.468417	4.062811	2.648019	2.896812	3.089640	1.645939	3.397532	4.737337	5.677682	
SPAC57A10.06	0.674684	1.721244	0.376266	2.230040	1.654208	3.138955	3.467967	1.044633	2.115190	1.052526	2.794750	0.420195	1.787857	0.867444	3.888036	
SPAC57A10.07	3.543441	3.412223	3.644025	1.964260	6.074983	8.948600	3.829612	3.845463	6.852333	5.892230	5.370223	4.450740	3.037879	2.386010	6.132433	
SPAC57A10.08c	1.323126	0.739056	6.392480	0.587840	2.679982	6.291700	2.336328	1.013500	4.887113	3.861120	4.335776	4.424180	3.293590	1.493563	3.012843	
SPAC57A10.09c	2.211137	1.168273	1.016290	0.752674	3.296443	5.173490	1.460379	5.271697	3.782704	0.475033	1.864376	4.619528	0.336293	3.191390	2.714723	
SPAC57A10.10c	1.493485	1.016009	0.695743	1.214062	0.372168	6.675216	0.471068	5.470552	3.155199	0.937256	2.532454	2.359462	2.815783	0.523239	1.562952	
SPAC57A10.11c	1.346763	0.258579	0.383705	2.430582	0.217069	1.281421	0.440223	0.610552	1.651733	0.281937	1.970200	1.128368	1.736227	0.572106	3.262267	
SPAC57A10.12c	4.186166	5.907143	3.747350	6.794110	8.838670	18.207850	4.928187	12.915400	10.537700	12.484133	9.282103	4.830227	4.592785	4.446467	11.990843	
SPAC57A7.04c	15.575100	13.640837	15.973550	13.640867	19.988467	18.566950	9.602127	21.450633	15.548467	12.288267	13.229467	16.662853	17.806400	21.395667	14.081987	
SPAC57A7.05	4.015816	2.145868	7.666155	5.137500	6.914967	6.660190	1.204224	1.005234	2.332290	4.044570	2.519375	3.212877	3.672029	3.218877	6.938101	
SPAC57A7.06	6.877033	5.104933	11.749150	11.434600	8.148613	9.712500	6.488867	12.954600	10.279443	5.739677	9.441947	9.393357	9.034757	10.808740	7.599463	
SPAC57A7.07c	2.697510	0.519786	0.601329	2.355885	2.128460	3.629300	2.080902	1.330407	1.113631	1.200039	0.803061	0.675052	2.580982	1.355931	3.524534	
SPAC57A7.08	9.826177	7.818643	3.483716	10.124300	9.597447	8.304560	9.025697	11.261617	6.673010	9.163040	5.874800	11.826940	9.320767	12.073640	8.700197	
SPAC57A7.09	5.187227	4.046110	5.877980	5.052850	7.922660	8.347815	4.372993	6.760077	5.923869	4.621100	5.521207	9.238267	5.635237	7.315157	2.638153	
SPAC57A7.10c	3.532913	3.148110	9.317245	4.802123	3.355308	3.668797	2.591799	6.335607	4.403183	4.240233	4.851987	1.834285	4.225836	3.473767	3.182252	
SPAC57A7.11	2.176033	0.619648	0.312767	4.058827	0.457449	4.863495	1.188774	5.323827	0.735044	1.675023	3.555429	2.086142	2.106678	3.140436	5.269233	
SPAC57A7.12	3.462477	5.647863	6.820690	2.406637	3.904943	13.577100	3.972937	7.347591	5.417653	8.686960	4.263023	2.989497	3.410920	3.917058	7.593571	
SPAC57A7.13	1.698514	1.718097	1.912588	1.492967	4.213158	0.656465	3.353507	1.076116	2.810778	0.577306	0.820531	1.951207	0.870329	0.421770	3.800380	
SPAC589.02c	2.741727	0.684004	2.426320	2.907491	4.010109	1.166669	2.233682	2.464561	2.812066	3.975267	0.568492	6.274972	0.967644	4.434203	1.966005	
SPAC589.03c	0.227184	1.568081	1.406710	1.058113	2.024873	0.625685	1.234467	1.860431	1.631181	2.334089	0.222018	4.563334	1.882142	1.864471	3.893597	
SPAC589.04	1.329723	1.033055	2.389968	3.655157	1.228068	2.056211	4.041230	6.586227	3.617143	4.334460	2.198025	1.690952	0.970957	5.383343	4.554661	
SPAC589.05c	0.405438	0.258799	0.610657	0.423708	1.722690	3.668465	0.323123	0.395592	1.448532	2.047436	1.503695	0.453639	0.441297	0.497027	1.563039	
SPAC589.06c	4.630868	1.064219	0.844170	0.797122	2.184827	5.139435	5.365212	5.219113	2.942763	2.384904	2.196808	6.480345	2.661659	1.019207	2.643662	
SPAC589.07c	3.149942	3.923920	5.867390	8.282533	1.377536	5.538735	2.734261	4.438780	3.043090	5.995183	5.311600	1.494637	5.342607	5.305840	2.181993	
SPAC589.08c	4.035857	2.139957	4.914295	5.812637	1.292593	4.193260	4.589413	5.029352	1.553881	2.937577	0.710740	4.804250	3.953193	3.892657	7.292190	
SPAC589.09	3.452077	1.151773	2.362620	5.756450	1.369561	5.154846	3.602655	5.159280	4.134567	2.666832	2.783483	2.077523	2.313701	3.101410	5.035157	
SPAC589.10c	2.638683	1.293085	5.316348	6.573853	4.380913	1.374104	1.411716	7.880422	3.871684	7.747532	4.254388	7.606858	1.202250	3.381013	2.051393	
SPAC589.11	0.663405	0.790066	1.673161	1.742897	2.158395	2.878555	3.099243	6.111113	3.365763	4.472380	2.040990	3.084794	3.004530	1.942210	5.127754	
SPAC589.12	6.727443	3.451397	4.654435	12.237517	7.610793	8.456995	2.688420	5.751036	8.940403	10.931623	4.862603	6.791240	3.448617	3.519814	8.990360	
SPAC5D6.01	0.186477	1.672097	1.232969	4.165137	1.859282	2.347681	0.500237	1.377256	0.932225	0.531084	1.651341	0.513571	0.406639	2.187650	6.683430	
SPAC5D6.02c	0.478496	0.901546	1.470185	1.476250	3.040668	0.833817	1.247788	1.656059	1.210575	0.648607	0.484562	0.830686	3.034513	0.594443	1.701547	
SPAC5D6.04	7.514083	3.517293	4.494910	6.587883	6.920370	11.477665	0.985376	11.612093	7.559683	8.090993	7.978013	10.265153	3.428053	1.985993	7.045774	
SPAC5D6.05	2.176944	0.236148	1.572276	0.679656	4.553713	1.490415	1.147203	1.447455	5.933053	2.982553	2.002648	2.236830	1.412675	4.464464	1.405870	
SPAC5D6.06c	1.270452	2.200950	4.903290	3.719388	0.423181	4.096180	3.633340	1.286050	3.859373	3.750736	2.871362	6.927020	4.651950	2.682077	1.655663	
SPAC5D6.07c	0.422644	0.178217	0.845176	1.888303	0.398451	3.700057	2.216390	0.373951	2.432073	0.577283	1.241347	2.283535	0.277325	1.864070	1.798120	
SPAC5D6.08c	2.147773	2.635723	1.097589	6.132807	6.314630	9.497380	4.331177	11.187143	1.806809	8.892277	2.679940	7.903287	4.769403	13.052927	2.290717	
SPAC5D6.09c	0.404218	0.422225	0.540628	3.349730	1.080074	0.970217	1.814619	1.782160	1.947860	1.513895	2.816683	2.536763	2.210026	1.669643	4.435748	
SPAC5D6.10c	0.797964	0.294626	2.308262	2.525672	0.909549	5.769870	2.614667	0.729205	1.550628	2.444808	2.750667	0.781678	0.859998	0.606163	3.630773	
SPAC5D6.12	0.362548	0.503550	0.393244	2.119118	0.513940	0.672415	1.642609	0.542539	1.679597	0.934098	0.278649	1.583863	0.376253	2.554969	1.673294	
SPAC5D6.13	1.426653	2.494514	5.052715	7.465793	4.618417	1.312191	4.433683	4.732005	5.490583	5.050273	3.632493	5.110449	2.962520	8.127940	6.898180	
SPAC5H10.01	2.574173	1.751881	4.908010	6.688694	7.009697	16.337350	2.293910	7.067423	5.715010	6.865893	5.907637	4.197333	1.584319	7.397000	11.165307	
SPAC5H10.02c	3.976920	5.129733	8.552775	10.179730	8.772927	8.496875	4.668263	6.780370	9.449807	8.675860	3.802453	5.222193	6.391750	5.537540	3.413267	
SPAC5H10.03	2.355202	4.830378	3.025965	8.595447	8.901103	6.009855	3.067336	8.556850	6.417550	7.316383	6.127827	3.297047	2.896558	8.411510	3.199721	
SPAC5H10.04	7.258327	9.198197	5.489515	6.922813	11.701803	9.360155	5.869232	5.815530	9.316520	5.916282	9.416057	5.001666	7.174857	4.571600	5.560055	
SPAC5H10.05c	0.335838	1.331681	1.686708	0.633642	6.097717	0.460893	0.703197	2.050741	5.997447	5.690847	1.621348	2.589128	2.535506	3.093828	1.475605	
SPAC5H10.06c	6.102500	7.167594	11.451730	2.750877	5.769977	8.109510	8.073490	12.843717	13.291397	5.078952	10.360203	12.449770	8.196293	5.702633	13.862533	
SPAC5H10.07	0.212957	0.230469	1.551048	0.232322	1.939076	4.773255	1.325241	0.849652	3.946883	0.859236	0.391113	2.531568	2.786592	1.471431	4.755621	
SPAC5H10.08c	2.458812	0.858498	0.377289	1.758528	2.117252	2.572501	1.621837	4.022340	0.451587	1.994573	1.513586	1.151365	1.923172	0.689057	0.302247	
SPAC5H10.09c	6.820013	1.527776	8.324860	10.416290	7.336800	5.600720	9.835857	11.055947	7.466420	6.866483	5.932973	6.468363	2.202693	10.033823	1.508722	
SPAC5H10.10	2.199657	1.563148	1.025426	5.273240	5.258705	3.661385	1.016054	1.182940	3.016218	1.771191	1.966317	3.672485	1.558915	3.910652	2.103622	
SPAC5H10.11	2.060543	2.365286	0.534234	3.043132	3.570299	6.458635	2.299700	3.544140	3.454917	4.464027	1.062907	0.502719	3.297118	5.782977	2.433675	
SPAC5H10.12c	1.723938	1.625682	4.542768	1.517846	1.926923	5.915230	0.445078	5.687528	3.287234	2.498071	1.804953	5.621650	4.491862	2.441414	4.918937	
SPAC5H10.13c	3.139940	3.930372	8.281470	6.040457	7.155820	11.724415	6.227353	7.185113	10.128650	4.516487	5.118240	3.198023	3.080587	6.411483	3.291025	
SPAC607.02c	0.635008	0.316390	0.844917	0.548977	1.061632	3.170778	0.987968	1.167950	0.938551	0.797992	0.887792	0.759328	1.881695	0.661452	3.815027	
SPAC607.03c	6.340047	2.877871	5.146290	9.035200	6.663337	7.996925	2.301838	6.983970	10.247523	5.436500	3.203203	8.693513	5.195886	8.849880	5.664297	
SPAC607.04	2.200437	2.253914	8.140160	3.341584	5.001823	4.668205	3.427515	6.425383	2.812278	3.798323	3.262170	8.304827	4.721780	3.353147	2.794287	
SPAC607.05	4.155863	3.966800	2.167817	6.647833	4.225320	5.668513	4.176810	3.449923	0.799939	2.907797	3.553569	0.583235	2.235360	2.397526	8.072023	
SPAC607.06c	3.520645	2.821487	7.962425	4.029067	1.625915	7.490030	2.633420	2.844063	2.842308	3.372533	0.317805	3.547525	1.451761	2.695824	3.973427	
SPAC607.07c	2.330339	2.776739	5.588725	3.795517	4.527733	10.019050	2.593842	5.272030	5.561613	1.074089	3.294459	5.898243	4.584976	3.149325	7.146195	
SPAC607.08c	2.677167	3.133560	3.055125	3.465895	4.371137	0.464440	2.976796	2.931723	11.404293	0.454605	4.781013	5.301155	0.685264	5.698467	4.708345	
SPAC607.09c	4.462023	3.745956	3.648889	3.616060	7.075707	3.162470	0.981418	8.908933	3.740867	5.062623	2.726831	5.328538	5.553400	4.608250	4.187410	
SPAC607.10	3.199770	2.166746	1.573508	1.427024	1.534000	3.813156	0.771683	1.771997	0.757609	3.738657	1.047885	4.757940	0.703096	4.349820	4.081603	
SPAC630.03	1.784679	3.192949	5.536670	5.596206	1.526999	2.756674	2.167392	3.304777	7.796417	0.725145	3.082707	7.020635	4.845198	1.734863	4.198623	
SPAC630.04c	3.551037	1.411563	4.473705	5.670117	4.770563	7.125478	4.054731	5.319080	2.744700	5.456540	7.213303	0.935364	4.000190	5.782628	2.525712	
SPAC630.05	1.917386	3.206983	4.708075	3.675113	2.798699	3.392335	5.465120	2.811433	2.942297	2.433885	4.774420	3.887042	0.551367	4.714333	3.347656	
SPAC630.06c	0.650083	0.783390	0.424482	0.674645	0.405139	0.629345	0.476018	0.773633	2.083276	0.686002	0.197993	1.257395	0.556573	0.297386	0.825425	
SPAC630.07c	4.780677	5.364093	7.145585	8.801180	10.209647	13.262150	6.194750	9.781527	9.479967	9.378590	8.449250	8.555688	4.418857	9.945017	9.754240	
SPAC630.08c	28.572167	11.991180	11.412300	12.080297	19.652567	18.348700	10.486643	17.649700	12.192733	12.381990	6.039700	11.574257	25.330433	18.305667	10.593793	
SPAC630.09c	3.803198	0.422407	1.141739	3.682970	0.643437	5.700535	1.666055	1.011995	0.548539	3.420172	1.713386	2.667890	1.088672	2.745657	2.495932	
SPAC630.10	5.685950	6.470530	10.837755	5.184973	5.655907	13.226890	4.309027	12.176654	9.893827	5.026145	5.389043	2.729326	4.982227	6.283733	6.476495	
SPAC630.11	4.303728	2.471377	3.155841	2.842460	4.704293	11.795835	6.839823	10.767190	6.068220	7.761863	5.383167	6.071927	5.400173	6.990463	2.118118	
SPAC630.12	0.595176	3.305807	2.221163	4.857020	5.758133	3.505285	4.116502	5.679483	1.693559	6.476283	4.249723	7.084097	3.580593	1.306356	4.216357	
SPAC630.13c	5.060283	2.377723	1.967796	0.855046	7.257350	0.747818	1.056834	6.264508	1.252066	0.786837	3.742782	8.830727	1.242705	5.130073	1.609635	
SPAC630.14c	4.987520	3.736707	2.914995	4.420240	3.537823	6.265185	3.394317	10.599657	5.785988	1.385579	5.362547	0.852280	2.637200	4.781105	1.464534	
SPAC630.15	0.946139	1.061931	2.269034	3.094893	3.580363	6.433210	1.338828	3.590835	3.415938	3.526527	1.196809	0.565454	0.893190	2.375270	2.709460	
SPAC631.01c	0.698705	0.536989	5.357080	0.640246	0.850323	2.918340	1.082248	2.249994	8.140150	1.099216	2.348029	1.499984	1.605357	1.397947	3.525190	
SPAC631.02	1.120701	3.496790	8.748680	2.420451	6.034490	0.988241	3.803010	3.249141	4.217193	5.906160	1.129163	2.653587	3.417574	4.328117	3.396381	
SPAC637.03	3.225009	1.497556	8.940210	7.357383	0.759459	6.664465	5.138960	4.317957	4.431190	4.370253	2.942282	3.553379	4.723173	6.766617	4.256590	
SPAC637.04	2.563552	0.904065	3.252535	3.561471	0.566069	0.977537	2.317713	4.748807	3.185456	3.221947	1.683610	0.565266	3.980113	3.581950	1.183556	
SPAC637.05c	1.013069	0.769902	1.533380	4.112183	1.393646	5.538710	1.018157	1.522863	8.274533	4.134253	0.954423	3.351143	5.299325	5.235600	1.190440	
SPAC637.06	4.218630	2.728280	4.713975	2.188160	2.664643	1.093565	0.673919	3.223127	3.916837	3.054569	2.712210	2.745835	3.689658	4.257588	4.152330	
SPAC637.07	7.075937	3.428797	7.781405	6.433837	11.604033	10.826985	7.155070	15.287153	8.542554	11.029283	9.896657	11.189353	4.447721	12.759790	5.512597	
SPAC637.08	3.980070	5.810530	9.396265	6.986880	7.505244	6.992335	5.677190	5.795582	9.030947	6.571561	8.354413	6.646060	5.173567	4.776397	4.817258	
SPAC637.09	0.349985	0.653801	1.714762	3.372288	1.988477	0.881066	1.050498	1.592615	1.198556	0.218967	0.962722	1.063251	2.592101	1.550766	2.465898	
SPAC637.10c	1.729983	1.051018	3.467305	1.337008	2.711365	0.405516	2.963955	1.616957	1.473433	1.188444	1.759008	1.552234	2.186497	3.448903	5.254287	
SPAC637.11	2.910414	1.477503	2.971692	6.374090	0.437654	8.469415	1.226422	5.258573	2.135647	3.258780	2.643226	0.951430	2.232049	4.955473	1.652290	
SPAC637.12c	0.603297	0.946724	5.749115	1.777885	0.797301	0.729421	2.385881	4.405712	2.284487	1.969668	0.887173	2.969829	1.095280	4.737420	2.483314	
SPAC637.13c	3.020815	2.918452	0.350428	2.554624	5.430239	0.593114	2.619983	2.072784	6.160620	2.127790	2.442431	2.272389	3.811757	2.654318	0.603325	
SPAC644.04	1.572857	2.056440	5.139255	0.477983	2.132258	4.307045	0.395456	1.031971	2.747496	3.992800	0.228647	3.852557	2.273981	1.277841	2.432462	
SPAC644.05c	5.252490	1.351485	0.460110	2.831337	1.115968	1.733080	4.311036	3.274771	1.886299	3.428680	1.082048	2.689514	3.037253	3.003315	3.063273	
SPAC644.06c	0.318642	2.180986	4.472702	2.029590	4.729573	9.602510	0.638265	1.599031	0.867896	2.495777	2.815327	4.833250	1.852740	1.240880	2.791329	
SPAC644.07	0.947605	0.544625	4.403270	3.312833	2.236450	2.190497	0.717757	2.760117	2.732718	1.006551	0.995261	3.820348	0.481829	1.551113	4.045956	
SPAC644.08	0.618504	0.463030	2.397416	2.968124	0.985314	6.078710	1.538783	2.453037	3.110559	2.105193	2.218895	2.119573	1.912012	1.438303	1.583628	
SPAC644.09	3.019429	2.711227	5.007000	4.848623	2.697681	3.621060	3.907145	3.921570	7.210103	1.066589	1.568162	1.957829	1.493264	1.461098	2.334436	
SPAC644.10	0.935210	0.459123	0.103678	2.784734	0.230139	1.256950	0.718299	0.497520	0.517304	1.756791	0.404630	0.305976	1.217188	0.268244	0.225514	
SPAC644.11c	2.069293	4.481857	1.459222	2.071856	6.969747	6.174375	2.077777	7.544980	5.546407	3.037826	6.432531	1.564397	3.835827	2.376357	6.033357	
SPAC644.12	0.493368	1.016773	2.786573	0.279629	1.548315	4.803810	0.161469	0.790722	1.332275	0.278104	1.669797	1.548671	0.727375	0.623113	2.429255	
SPAC644.13c	2.013209	2.210662	4.044225	5.751217	2.746797	0.579242	4.708600	2.145779	2.165034	3.893384	5.720047	2.510110	3.633850	4.268803	5.157807	
SPAC644.14c	4.751640	1.349210	7.691575	3.602997	7.716963	6.201890	2.024986	4.225253	2.750127	5.876090	3.300569	6.392740	4.999263	1.920884	3.430210	
SPAC644.15	4.828517	4.310250	7.056155	3.332337	3.432280	7.992475	7.967053	7.185367	4.097090	8.780412	3.771110	2.568804	6.822523	5.327516	4.852833	
SPAC644.16	8.148133	13.432700	9.518255	9.607390	11.628007	17.109800	6.020517	11.822443	13.831803	9.477243	6.864787	14.457233	3.465390	16.115163	11.102280	
SPAC644.17c	3.546853	1.357152	0.401799	2.001583	0.896606	2.175135	1.954106	4.391087	1.032878	2.065816	0.739363	1.298968	1.736170	1.011915	1.610672	
