IDENTIFIER	NoMGd1_4	NoMGd2_4	NoMGd3_4	NoMGd1_12	NoMGd2_12	NoMGd3_12	NoMGd1_24	NoMGd2_24	NoMGd3_24	MGd1_4	MGd2_4	MGd3_4	MGd1_12	MGd2_12	MGd3_12	MGd1_24	MGd2_24	MGd3_24
GRIN1	49.0	142.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
GRIN1	91.6	101.8	50.0	50.0	115.0	132.6	50.0	182.4	50.0	49.0	50.0	50.0	50.0	50.0	50.0	118.4	50.0	50.0
CLEC11A	49.0	192.0	61.4	221.7	50.0	91.1	92.7	84.4	120.4	49.0	50.0	50.0	119.5	50.0	104.9	91.0	131.2	99.3
LILRB3	79.1	50.0	50.0	50.0	50.0	50.0	50.0	157.9	50.0	49.0	50.0	67.0	50.0	51.9	50.0	50.0	50.0	50.0
THEMIS2	49.0	50.0	50.0	50.0	50.0	50.0	53.8	147.5	50.0	49.0	50.0	50.0	50.0	50.0	74.3	50.0	50.0	109.3
FLI1	83.2	205.4	50.0	72.3	89.8	50.0	50.9	50.0	143.6	49.0	161.3	155.1	76.5	50.0	71.7	50.0	240.5	50.0
CAMKK2	49.0	111.2	70.6	50.0	50.0	50.0	79.8	50.0	50.0	49.0	50.0	50.0	149.7	50.0	141.6	50.0	83.2	70.6
DHRS7	1343.7	1164.9	1002.6	955.9	1079.3	733.8	1003.4	841.6	920.5	970.7	775.2	936.9	979.5	1133.9	1056.9	1098.8	1073.3	1048.7
CEACAM3	49.0	50.0	50.0	225.8	50.0	50.0	50.0	74.5	104.0	116.5	50.0	50.0	87.7	219.9	50.0	50.0	50.0	105.9
SAR1A	177.2	336.6	223.6	179.3	133.5	231.3	147.6	258.1	217.8	211.1	256.7	103.9	102.9	131.4	207.7	156.5	183.5	148.9
ARHGAP32	191.9	113.5	179.0	92.0	180.5	50.0	91.6	127.2	137.8	163.5	50.0	77.2	114.4	129.0	50.0	70.1	50.0	135.3
SIVA1	246.4	455.3	536.7	266.6	544.9	484.0	374.5	521.1	494.8	324.5	343.0	537.7	337.4	418.0	664.3	464.1	220.0	434.2
NUP98	180.7	112.8	283.6	84.9	157.7	236.1	248.8	189.7	424.6	203.6	259.2	417.4	199.4	151.3	235.6	246.8	231.5	313.4
MEG3	177.2	198.5	174.0	155.9	50.0	50.0	142.3	50.0	154.4	49.0	155.7	138.0	136.2	50.0	50.0	66.3	177.4	85.0
AF119863	49.0	63.7	50.0	50.0	50.0	50.0	50.0	353.0	50.0	49.0	50.0	260.9	128.4	50.0	50.0	50.0	50.0	281.9
SIGLEC6	88.5	50.0	56.3	81.4	156.1	192.9	50.0	166.8	160.9	98.2	77.7	174.9	93.6	164.3	203.1	140.9	183.9	163.7
OASL	97.4	228.3	194.0	146.6	166.5	112.7	87.5	138.1	144.1	49.0	224.5	168.9	104.4	138.8	50.0	115.2	50.0	175.4
MASP2	49.0	50.0	50.0	50.0	50.0	137.5	50.0	149.8	50.0	49.0	63.0	50.0	50.0	50.0	50.0	50.0	50.0	127.1
HTR1B	87.3	67.7	50.0	97.4	50.0	50.0	50.0	108.3	245.3	49.0	103.1	50.0	131.3	82.2	162.9	50.0	50.0	50.0
TIMM8A	49.0	175.8	82.9	94.8	68.2	50.0	50.0	50.0	93.7	88.6	50.0	50.0	71.5	109.6	109.7	50.0	50.7	50.0
DIMT1	49.0	61.2	58.0	50.0	50.0	50.0	50.0	122.8	50.0	49.0	50.0	50.0	50.0	50.0	56.0	50.0	52.7	50.0
DIMT1	122.1	50.0	264.8	272.8	240.3	192.2	242.4	219.0	140.7	169.4	328.9	107.0	205.3	308.4	256.2	238.2	240.8	140.3
TXNRD2	49.0	97.3	134.3	50.0	50.0	74.7	50.0	75.5	77.1	49.0	102.5	70.7	53.3	69.0	102.4	50.0	89.3	112.6
SLC8A1	93.6	52.0	87.8	116.6	119.0	199.7	52.3	201.2	106.1	85.8	50.0	50.0	57.0	111.1	105.1	50.0	77.0	70.9
LOC101928269	49.0	72.0	50.0	73.4	50.0	50.0	50.0	50.0	121.9	49.0	50.0	50.0	50.0	103.4	72.0	50.0	50.0	50.0
TTLL5	49.0	50.0	50.0	52.0	50.0	50.0	50.0	50.0	50.0	49.0	130.4	50.0	50.0	50.0	50.0	50.0	50.0	50.0
SLC16A7	104.9	50.0	105.1	50.0	50.0	50.0	50.0	134.0	50.0	49.0	101.2	50.0	50.0	78.0	50.0	50.0	50.0	74.2
NOX1	49.0	56.7	50.0	50.0	50.0	50.0	106.9	68.2	50.0	99.5	50.0	50.0	50.0	50.0	50.0	50.0	144.8	50.0
POSTN	128.3	89.7	50.0	50.0	103.4	125.5	50.0	50.0	50.0	49.0	239.5	50.0	50.0	61.9	50.0	111.0	120.1	58.2
SLC6A5	49.0	112.6	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	73.3	102.0
DDX49	57.7	62.4	60.3	85.9	64.3	50.0	62.5	69.7	50.0	49.0	105.4	50.0	77.4	193.4	50.0	61.1	50.0	123.6
XRCC4	49.0	204.5	50.0	69.8	50.0	50.0	50.0	112.2	50.0	49.0	57.3	50.0	50.0	50.0	50.0	50.0	101.4	119.1
XRCC4	49.0	50.0	102.0	50.0	145.6	50.0	50.0	50.0	167.4	97.6	50.0	99.2	117.0	86.3	81.1	75.2	50.0	78.9
TRPC3	49.0	50.0	50.0	50.0	98.6	50.0	50.0	158.7	50.0	59.2	84.4	201.7	50.0	69.2	53.2	50.0	50.0	50.0
CALCRL	49.0	149.8	113.6	134.5	55.0	50.0	136.3	75.5	127.2	49.0	54.5	50.0	50.0	89.3	50.0	50.0	102.1	50.0
CYB561	70.0	128.7	59.3	102.7	81.1	150.3	50.0	58.5	94.7	49.0	132.9	60.1	57.5	50.0	102.6	57.2	131.6	123.0
CALCOCO2	1225.7	639.4	977.5	1067.5	1052.2	896.3	1395.2	1046.8	1038.3	1207.3	912.0	927.6	993.0	798.4	671.7	1108.5	952.1	993.6
GRIK1-AS2	67.1	113.7	166.5	130.8	154.0	105.2	50.0	50.0	85.0	49.0	50.0	50.0	79.0	50.0	68.9	50.0	113.8	50.0
DIO2	58.7	50.0	130.0	74.3	118.7	50.0	50.0	50.0	138.8	51.9	50.0	50.2	50.0	80.8	50.0	113.1	50.0	50.0
COQ7	158.2	112.8	72.0	154.2	163.7	213.4	112.5	176.0	85.6	139.9	74.3	100.4	84.0	299.2	135.3	93.5	141.9	111.9
CENPA	203.4	91.1	50.0	132.9	107.1	111.9	107.5	102.2	107.0	49.0	73.9	120.7	155.6	237.8	187.3	172.1	169.3	50.0
RPL13P5	158.1	275.4	271.5	78.2	138.0	263.0	121.3	321.0	124.2	179.0	207.7	227.1	107.8	143.9	148.2	126.5	152.7	205.8
PTPRS	118.4	50.0	50.0	50.0	55.6	50.0	90.9	50.0	71.8	68.9	149.8	76.2	50.0	65.5	66.5	50.0	69.3	50.0
AF130103	49.0	174.0	74.5	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
PEBP1	1960.5	1277.7	1831.1	1648.4	2327.8	2052.2	2274.6	1134.8	1952.3	1755.5	1715.1	1589.5	1568.2	1316.4	1443.6	1783.6	1728.9	2202.3
RAD17	551.2	575.0	401.5	401.9	499.6	451.7	515.1	592.8	421.2	417.2	354.3	417.9	474.9	675.4	499.0	450.0	485.0	486.1
ELF3	1419.9	940.2	1488.5	1228.6	1360.7	1237.6	1310.0	1245.4	1277.8	1105.9	1165.5	1167.5	1274.7	1262.8	1683.6	1377.5	1222.6	963.2
ARNT	49.0	50.0	50.0	56.0	50.0	125.5	50.0	50.0	50.0	49.0	50.0	50.0	58.6	50.0	50.0	50.0	50.0	68.5
SSBP2	141.8	66.2	205.4	193.0	126.5	94.2	127.6	170.1	109.7	94.4	261.8	50.0	63.3	180.9	104.3	125.3	76.6	116.9
PON2	3873.5	3689.8	4315.7	3699.8	4036.8	4393.9	4370.4	3745.5	3934.1	4099.3	3906.8	4145.6	3843.2	3661.7	3616.2	4004.0	3841.1	3327.0
PTGER3	56.2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	83.8	50.0	50.0	50.0	50.0
PTGER3	109.5	211.5	50.0	97.9	62.1	50.0	80.2	50.0	50.0	76.1	55.0	100.8	114.3	141.9	59.7	106.5	50.0	50.0
PTGER3	49.0	50.0	50.0	83.9	112.4	50.0	50.0	107.6	50.0	49.0	84.4	50.0	50.0	153.1	50.0	50.0	50.0	50.0
PTGER3	49.0	50.0	52.1	50.0	50.0	85.1	50.0	50.0	50.0	76.5	50.0	50.0	50.0	137.3	50.0	50.0	50.0	50.0
CTBP2	976.5	1242.0	1093.0	660.0	1178.5	818.3	1279.0	724.3	1195.6	951.0	1671.7	998.9	1010.6	876.2	1468.6	1250.7	1282.3	1391.2
PDE4D	118.7	50.0	132.9	107.0	105.1	146.3	104.4	50.0	198.5	118.1	86.1	175.9	131.9	189.0	61.9	166.3	104.5	114.3
PDE4D	59.9	50.0	164.6	101.9	50.0	50.0	50.0	212.4	150.3	85.9	50.0	50.0	130.3	50.0	129.1	150.2	125.4	129.7
ACVRL1	49.0	50.0	50.0	68.7	58.6	50.0	109.7	50.0	58.3	49.0	55.2	77.6	50.0	84.1	50.0	50.0	50.0	50.0
ENPP2	62.8	52.7	50.0	50.0	55.2	50.0	50.0	105.3	62.9	49.0	113.5	139.0	57.5	50.0	138.2	77.3	50.0	58.3
IQGAP1	658.0	383.5	278.0	557.3	392.5	435.1	495.4	469.0	485.3	462.3	327.8	425.9	584.5	310.3	251.6	440.4	358.6	314.5
NRP2	71.6	57.4	70.4	50.0	50.0	67.7	127.5	132.3	94.2	116.0	172.6	50.0	50.0	84.5	56.2	136.5	100.6	72.2
NRP2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MFAP3L	124.2	50.0	50.0	50.0	50.0	50.0	87.8	50.0	50.0	49.0	65.8	66.7	90.3	114.2	50.0	50.0	50.0	50.0
CTNNA1	1426.5	1400.2	1299.0	1338.9	1681.0	1180.5	1432.5	1361.7	1071.9	1407.0	1290.6	1213.7	1485.1	1686.6	1788.4	1465.0	1375.2	1175.7
PLAUR	530.4	694.1	1104.5	622.8	531.0	727.7	593.7	697.9	520.2	872.1	610.6	654.0	808.1	475.6	710.0	653.3	566.8	708.8
TRIM14	69.6	189.1	50.0	199.9	50.0	50.0	50.0	50.0	50.0	70.7	175.7	50.0	50.0	82.3	112.2	50.0	112.1	50.0
TNFRSF25	49.0	50.0	50.0	50.0	50.0	50.0	50.0	87.5	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
AF187554	49.0	50.0	104.2	92.9	55.6	50.0	50.0	143.7	50.0	117.7	50.0	50.0	50.0	57.2	50.0	50.0	162.4	62.7
VPS41	460.9	328.3	391.7	431.2	465.3	438.0	414.0	310.5	395.2	372.9	225.8	294.4	558.2	367.6	379.4	410.6	329.4	407.9
ELK1	49.0	160.1	50.0	50.0	50.0	131.4	50.0	50.0	95.0	49.0	50.0	116.1	50.0	105.9	197.2	50.0	50.0	108.1
AASS	49.0	69.8	172.7	50.0	50.0	50.0	50.0	50.0	50.0	49.0	71.2	50.0	50.0	50.0	50.0	50.0	50.0	50.0
SCN11A	49.0	149.4	50.0	64.2	89.9	50.0	50.0	50.0	50.0	49.0	90.1	89.6	50.0	50.0	50.0	50.0	50.0	50.0
SLC6A8	49.0	135.5	86.2	132.8	201.0	211.4	123.0	117.2	195.0	99.6	120.1	50.0	90.4	50.0	172.6	83.9	186.5	64.6
GREB1	51.7	50.0	67.6	59.1	50.0	137.8	52.2	117.0	85.1	102.1	50.0	111.5	64.1	77.3	50.0	50.0	72.3	50.0
ATM	363.5	50.0	213.5	313.3	160.1	50.0	156.1	54.7	197.5	349.1	220.3	238.2	227.1	118.5	95.4	307.6	234.9	155.9
CLN3	141.9	399.0	257.4	241.0	277.7	356.5	207.2	294.8	320.7	159.2	474.6	235.6	277.2	250.0	266.1	331.6	248.6	142.0
WISP3	49.0	50.0	50.0	50.0	61.0	50.0	50.0	50.0	50.0	84.4	84.1	123.3	50.0	50.0	50.0	50.0	83.6	75.2
SARDH	49.0	50.0	50.0	84.4	50.0	50.0	54.7	78.8	50.0	49.0	88.8	117.4	66.9	124.4	50.0	50.0	50.0	50.0
HFE	120.1	205.2	249.8	50.0	186.5	56.4	95.4	50.0	299.6	49.0	222.0	57.2	251.0	167.6	142.5	397.9	213.1	244.8
FASLG	113.2	50.0	148.1	164.1	148.8	115.5	50.0	114.7	148.0	49.0	165.9	120.9	75.9	133.4	50.0	50.0	50.0	50.0
CNOT4	49.0	50.0	50.0	158.5	132.0	100.2	77.1	50.0	91.9	80.6	125.0	94.3	50.0	67.2	121.3	146.7	91.2	90.6
CNOT4	84.9	50.0	50.0	59.4	50.0	105.7	50.0	50.0	68.4	49.0	50.0	50.0	50.0	50.0	57.2	50.0	101.8	79.8
ELOVL6	49.0	118.4	75.6	169.5	138.4	50.0	109.5	78.3	193.4	79.7	126.5	157.7	50.0	79.6	50.0	81.8	215.1	70.5
MIR6756	72.7	50.0	306.1	137.0	81.7	65.6	50.0	50.0	50.0	49.0	50.0	62.2	50.0	50.0	203.5	50.0	50.0	110.1
EPM2A	49.0	50.0	96.6	50.0	50.0	50.0	50.0	125.6	100.1	57.0	67.9	50.0	50.0	50.0	123.0	90.8	126.3	169.8
SSX2IP	49.0	149.8	105.7	50.0	52.4	57.9	50.0	214.1	139.1	154.7	50.0	50.0	88.8	50.0	50.0	107.5	166.9	50.0
GAS7	49.0	50.0	50.0	100.1	67.6	50.0	50.0	178.8	71.3	49.0	50.0	50.0	50.0	73.3	50.0	50.0	98.2	50.0
APOBEC3A_B	68.1	68.2	104.0	50.0	50.0	50.0	50.0	50.0	64.7	49.0	100.1	50.0	50.0	50.0	50.0	50.0	109.7	50.0
NAT6	49.0	76.7	50.0	50.0	50.0	124.7	96.0	50.0	50.0	49.0	129.7	69.2	105.2	69.7	50.0	71.5	54.9	50.0
ZEB1	138.3	80.1	51.9	99.4	50.0	61.5	66.3	71.7	50.0	70.0	100.3	132.5	50.0	50.0	50.0	74.0	50.0	50.0
ANXA2P1	182.1	50.0	77.3	218.9	210.1	187.7	50.0	160.0	164.3	153.4	281.8	157.2	50.0	120.7	159.1	68.1	143.6	88.9
KDM3B	362.8	420.3	329.7	534.4	328.6	705.7	526.6	266.8	507.5	569.9	469.1	482.0	567.5	341.9	271.8	559.6	736.2	463.8
RAB11FIP5	215.6	420.5	256.9	405.2	270.0	386.4	196.3	212.9	396.9	133.9	301.4	275.0	303.4	295.7	235.3	276.0	244.7	204.9
EFS	49.0	50.0	50.0	115.1	50.0	78.1	50.0	270.9	50.0	49.0	50.0	63.5	50.0	50.0	196.8	50.0	50.0	67.5
INS-IGF2	49.0	50.0	102.9	50.0	50.0	50.0	50.0	50.0	50.0	49.0	134.8	84.8	50.0	50.0	50.0	50.0	50.0	50.0
TRO	49.0	50.0	77.6	50.0	50.0	74.4	70.9	50.0	69.6	49.0	50.0	106.4	50.0	50.0	50.0	64.9	50.0	73.3
EFNB3	111.1	135.7	65.8	50.0	50.0	214.9	64.1	148.0	160.9	145.1	50.0	50.0	89.5	128.6	127.6	90.1	73.6	50.0
SPAG11A	49.0	198.7	50.0	58.6	60.8	50.0	50.0	50.0	192.9	90.9	50.0	50.0	103.0	63.0	59.7	50.0	50.0	120.1
TRIM15	49.0	50.0	50.0	94.6	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	146.0	50.0
TP53TG1	339.9	582.4	331.9	417.3	380.5	338.0	442.7	318.2	366.7	441.4	556.0	375.7	378.2	429.7	406.6	292.8	468.6	378.7
EVC	49.0	55.8	72.9	50.0	53.3	50.0	77.1	50.0	50.0	49.0	50.0	58.2	70.1	50.0	50.0	50.0	50.0	133.9
ITIH1	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	55.7
FCGR2B	103.0	50.0	50.0	67.0	65.9	50.0	50.0	50.0	66.7	72.4	50.0	50.0	64.8	50.0	57.8	50.0	50.0	50.0
KIR2DL1	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	55.5	50.0	50.0	50.0	50.0	50.0	50.0
GTF2IP4	1375.8	1397.5	1638.6	1689.2	1683.7	1091.5	1724.6	1552.7	1487.3	1708.3	1486.1	1452.5	1578.6	1805.6	1270.1	1551.2	1561.9	1254.2
GTF2I	182.5	50.0	73.9	291.1	120.6	105.5	245.7	277.5	147.7	213.7	218.1	170.8	117.8	221.4	89.8	131.8	184.2	101.8
AF118064	49.0	50.0	50.0	50.0	53.4	50.0	50.0	50.0	59.1	49.0	50.0	50.0	50.0	65.8	50.0	50.0	50.0	50.0
CEP250	108.0	144.9	50.0	120.1	74.4	243.8	52.2	57.7	50.0	49.0	50.0	123.4	92.4	107.4	72.5	64.7	50.0	140.5
CD86	49.0	50.0	104.5	50.0	50.0	50.0	50.4	50.0	100.0	49.0	50.0	50.0	65.6	50.0	50.0	50.0	55.9	50.0
ASPH	3133.0	1466.1	1269.5	2760.0	2352.7	1679.1	2670.4	1507.9	2058.9	3171.8	1656.7	1185.8	2712.4	1730.4	1923.0	2556.8	1887.3	1462.6
IL13RA1	384.1	255.5	333.7	171.9	213.5	246.3	318.2	332.9	227.0	479.1	322.5	217.5	312.6	260.5	212.9	335.0	300.9	189.0
POU5F1P4	49.0	50.0	50.0	50.0	92.4	50.0	50.0	50.0	50.0	49.0	50.0	79.2	50.0	50.0	105.5	50.0	96.1	50.0
AQP4	49.0	50.0	53.5	50.0	50.0	104.2	50.0	50.0	50.0	49.0	50.0	76.2	50.0	50.0	50.0	66.2	50.0	50.0
PDCD10	586.6	332.2	569.8	555.9	575.3	692.0	582.5	407.7	743.6	678.7	405.2	508.0	583.2	324.3	335.4	518.4	502.3	422.4
PFDN5	2261.1	2156.0	2740.1	2141.0	1770.0	2181.9	2282.1	1890.4	2692.2	1847.0	2016.6	2564.9	2202.3	1976.5	2129.7	2222.3	1902.5	2388.4
LPAL2	86.1	182.8	106.8	142.4	50.0	97.0	50.0	50.0	50.0	65.2	50.0	50.0	50.0	57.6	72.7	50.0	50.0	50.0
POMZP3	414.8	320.9	389.0	472.8	575.5	396.4	489.0	202.2	550.4	298.0	429.3	312.6	434.8	492.6	453.3	367.7	171.1	468.2
ID2B	49.0	50.0	99.7	50.0	50.0	129.5	50.0	200.7	50.0	49.0	50.0	62.6	51.4	71.4	50.0	50.0	50.0	76.4
GSTM4	104.0	232.8	128.2	80.5	84.0	191.3	105.8	167.4	64.3	192.8	229.7	214.9	175.8	91.8	109.0	182.2	152.8	120.4
CDH20	49.0	50.0	50.0	50.0	50.0	50.0	50.0	213.1	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
AF130071	49.0	50.0	69.5	50.0	50.0	73.8	50.0	267.8	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	76.7	50.0
TRBC1	97.5	50.0	113.2	105.6	80.2	71.2	52.5	147.0	102.9	49.0	117.6	58.8	50.0	196.1	50.0	50.0	50.0	50.0
CD44	438.6	526.8	395.7	346.1	424.3	217.8	297.3	539.4	259.0	386.7	337.0	290.2	426.8	373.8	301.7	262.2	431.9	243.7
YES1	49.0	50.0	50.0	74.6	50.0	50.0	50.0	50.0	67.5	49.0	50.0	92.8	50.0	50.0	50.0	50.0	50.0	145.3
AF130075	49.0	50.0	74.7	50.0	50.0	79.5	50.0	82.2	113.4	67.5	88.6	148.1	50.0	115.8	50.0	95.6	50.0	109.3
PHLPP1	66.6	118.6	50.0	53.2	50.0	96.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
210920_x_at	53.2	50.0	55.8	59.4	50.0	55.7	50.0	50.0	50.0	49.0	73.7	50.0	50.0	99.9	78.3	50.0	66.7	50.0
LOC101929078	49.0	50.0	50.0	52.9	50.0	50.0	50.0	122.3	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
BC000772	49.0	50.0	50.0	126.3	115.5	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	93.0	50.0	98.1	50.0
SLC1A7	146.0	220.0	81.3	158.7	102.7	289.1	50.0	88.8	147.6	123.1	139.7	289.4	104.2	157.4	106.0	97.7	248.1	50.0
OLFM1	49.0	50.0	50.0	94.5	50.0	50.0	54.7	104.8	50.0	49.0	50.0	88.1	104.4	50.0	57.7	50.0	50.0	116.6
CIITA	49.0	81.9	224.0	50.0	50.0	50.0	87.2	50.0	160.1	49.0	50.0	245.5	68.1	50.0	194.7	152.5	50.0	50.0
POTEKP	338.2	287.5	224.9	140.5	53.9	124.7	251.8	149.8	131.5	268.5	258.0	142.5	347.5	243.5	209.7	132.8	272.7	272.5
JTB	2815.5	2914.5	2071.6	2530.8	2898.4	2583.9	2561.0	2387.9	3621.3	2550.5	3024.6	2903.7	2983.1	3407.5	3056.2	3374.1	2736.5	3544.5
AF130057	49.0	50.0	50.0	50.0	50.0	110.3	50.0	136.6	50.0	49.0	94.2	50.0	50.0	57.2	77.1	50.0	50.0	50.0
AHSG	66.6	215.1	50.0	130.8	167.9	50.0	166.4	125.9	50.0	127.4	211.7	50.0	61.0	72.9	181.7	50.0	230.8	50.0
ERBB2	54.1	117.1	58.3	100.1	50.0	71.9	50.0	201.4	99.4	79.2	50.0	80.6	50.0	93.8	134.7	88.2	86.4	88.3
RNF6	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
RNF6	49.0	50.0	109.3	50.0	53.7	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	54.6	50.0	71.1
FSCN1	364.3	229.7	289.3	288.2	318.4	203.0	236.2	270.1	235.4	271.4	242.0	301.7	264.4	345.3	328.2	234.2	400.1	157.0
BLK	111.8	50.0	50.0	59.3	50.0	50.0	50.0	176.3	50.0	62.3	211.5	73.2	50.0	201.7	50.0	151.1	70.1	94.3
WDR1	53.0	50.0	127.6	144.9	91.8	119.8	74.5	103.5	112.6	74.8	186.8	278.7	91.1	101.1	208.6	105.0	163.9	50.0
WDR1	49.0	112.1	50.0	52.0	50.0	50.0	50.0	50.0	75.4	49.0	50.0	152.7	50.0	50.0	50.0	57.3	97.2	50.0
PDX1	49.0	50.0	50.0	76.5	50.0	50.0	50.0	50.0	50.0	50.2	50.0	121.3	61.7	50.0	116.3	50.0	50.0	50.0
PDX1	49.0	55.6	50.0	140.7	50.0	50.0	50.0	184.4	50.0	49.0	50.0	50.0	50.0	50.0	50.0	70.9	50.0	158.3
GRM1	54.4	50.0	73.9	80.4	50.0	50.0	50.0	50.0	76.2	49.0	50.0	50.0	50.0	50.0	57.8	50.0	50.0	50.0
GRM1	68.8	105.4	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	126.8
PCDH7	49.0	108.6	50.0	50.0	50.0	53.4	50.0	50.0	79.3	49.0	100.3	50.0	50.0	122.6	52.8	50.0	58.4	50.0
ST3GAL6	49.0	134.1	62.9	50.0	86.3	181.7	50.0	50.0	50.0	65.7	50.0	77.9	50.0	50.0	50.0	50.0	65.6	87.6
LYST	58.7	240.7	50.0	90.7	89.6	71.7	70.5	228.6	215.8	49.0	138.3	85.3	78.4	105.5	115.6	92.6	113.5	178.1
CAPN3	49.0	194.5	50.0	109.2	50.0	50.0	50.0	175.5	50.0	153.1	50.0	50.0	67.4	141.0	50.0	50.0	50.0	50.0
COL4A6	127.0	50.0	50.0	107.0	77.3	122.9	75.5	150.3	60.3	53.3	149.5	50.0	50.0	50.0	88.1	50.0	50.0	77.5
PLPP1	502.2	382.8	391.7	438.8	668.4	474.8	428.0	495.2	327.6	533.7	200.5	496.0	468.7	600.7	374.8	676.9	410.7	476.3
MSH3	198.7	198.3	172.5	71.0	269.7	207.5	158.4	232.2	146.6	129.8	228.1	71.1	83.7	50.0	156.8	175.2	223.8	185.1
LEF1	82.8	50.0	84.3	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	103.4	50.0	50.0	50.0	50.0	50.0	103.5
EIF3CL	2841.0	3006.2	3634.8	2583.2	2968.3	2694.8	2816.1	2212.6	2436.5	1883.4	3168.7	2503.2	2984.2	3512.4	3160.4	2486.6	2964.7	3232.5
FDFT1	848.2	714.1	756.6	817.4	1073.8	808.4	774.0	1094.6	897.7	650.5	707.7	1181.6	1008.7	1252.0	998.1	825.1	867.1	758.2
RAB27A	173.9	267.6	291.2	222.0	177.9	293.8	144.7	50.0	129.2	277.1	167.9	129.2	161.7	145.0	153.4	205.4	104.0	298.4
AP4S1	49.0	50.0	50.0	50.0	50.0	74.4	50.0	62.3	50.0	49.0	50.0	166.5	102.3	50.0	50.0	50.0	50.0	50.0
TSC22D2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	89.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	73.3
TSC22D2	49.0	50.0	50.0	85.3	50.0	62.5	58.1	50.0	55.4	49.0	50.0	53.2	50.0	66.2	77.1	82.4	50.0	72.2
CASP10	49.0	50.0	156.8	50.0	50.0	89.3	60.4	117.2	50.0	65.2	186.0	50.0	50.0	92.1	50.0	50.0	120.1	136.9
CH17-360D5.1	137.3	50.0	50.0	63.0	50.0	170.1	107.6	50.0	50.0	49.0	50.0	78.2	157.1	98.4	50.0	61.4	159.4	72.5
AFF2	49.0	50.0	50.0	50.0	58.1	50.0	50.0	50.0	50.0	49.0	50.0	120.7	50.0	53.3	50.0	50.0	50.0	50.0
MAST4	202.3	158.1	204.2	280.6	307.4	104.5	150.4	277.0	238.4	228.1	209.6	479.0	132.3	315.2	374.4	158.3	50.0	88.7
SRD5A1	67.1	163.1	94.9	91.2	73.8	50.0	102.3	50.0	68.3	49.0	107.6	92.9	50.0	178.2	99.2	103.1	50.0	50.0
ADRA1D	85.1	157.4	50.0	57.6	72.1	114.6	88.2	214.4	155.1	70.0	50.0	102.9	62.1	101.2	50.0	89.0	66.0	100.9
ADRA1D	129.7	147.4	111.6	315.3	135.5	216.6	192.6	306.5	132.7	155.6	145.3	130.7	189.0	131.1	159.0	94.2	174.2	99.9
AKAP9	269.9	311.5	123.8	179.6	237.6	118.6	218.2	242.1	244.6	297.4	330.8	179.8	249.2	55.6	160.7	210.2	275.0	183.2
GYG2	160.3	194.0	175.5	91.8	217.3	190.8	64.2	341.8	202.6	184.4	67.7	92.9	152.6	102.0	146.0	133.1	52.5	216.7
GYG2	70.8	276.3	134.5	71.5	50.0	110.9	50.0	50.0	105.3	49.0	57.5	285.2	154.1	50.0	50.0	175.4	50.0	64.6
CDK13	49.0	79.2	90.0	50.0	70.5	164.5	50.0	244.9	50.0	70.9	50.0	130.3	63.9	59.4	128.5	50.3	90.9	69.2
LARP1	858.2	1022.9	821.6	928.5	737.8	845.6	965.2	612.4	890.7	1009.1	811.7	642.6	817.0	1129.3	880.7	933.4	699.8	720.5
CACNB1	49.0	65.9	50.0	111.5	50.0	83.8	67.4	220.0	50.0	49.0	131.0	50.0	50.0	71.4	50.0	94.5	50.0	50.0
RTN4	2549.1	1380.2	1486.9	1326.8	2032.5	1290.6	1945.1	1692.8	2088.7	2377.6	1675.9	1172.6	1735.9	1118.6	1058.3	2140.8	2189.3	1944.8
